Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link,Sale Price,Sale Date,First List Price,First List Date,Cleaned Asking Price,Cleaned Local Property Tax,Latitude,Longitude,Price per Square Metre
"4 Cúil Dúin Way, Citywest, Co. Dublin, D24NX4D","€425,000",3 Bed,3 Bath,Townhouse,A3,D24 NX4D,€405,Byrne Malone Estate Agents,Peter Byrne,"Sold, €476,000, Thu Sep 05 2024; Sale Agreed, €425,000, Tue Feb 13 2024; Created, €425,000, Wed Jan 31 2024",https://mynest.ie/listing/114232/Dublin/4-cil-din-way-citywest-co-dublin-d24nx4d,"4 Cuil Duin Way, Citywest, Dublin 24",Sold,3 beds,3 baths,126.0,,,,53.2853023,-6.4296064,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/4-cuil-duin-way-citywest-dublin-24/4768962,476000.0,2024-09-05,425000.0,2024-01-31,425000.0,405.0,53.2853023,-6.4296064,
"36 Kempton Heath, Navan Road, Navan Road (D7), Dublin 7, D07T3C1","€625,000",3 Bed,3 Bath,Semi-D,C3,D07 T3C1,€675,REA Fitzgerald Chambers,Sales,"Sold, €674,000, Thu Sep 05 2024; Sale Agreed, €625,000, Fri Apr 12 2024; Created, €625,000, Tue Mar 19 2024",https://mynest.ie/listing/121085/Dublin/36-kempton-heath-navan-road-navan-road-d7-dublin-7-d07t3c1,"36 Kempton Heath, Navan Road, Dublin 7",Sold,3 beds,3 baths,130.0,,,,53.372147,-6.324847399999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/36-kempton-heath-navan-road-dublin-7/4780046,674000.0,2024-09-05,625000.0,2024-03-19,625000.0,675.0,53.372147,-6.324847399999999,
"30 Pine Court, Blackrock, Co. Dublin, A94K228","€850,000",4 Bed,3 Bath,Detached,E1,A94 K228,€855,DNG Rock Road,Anne-Marie McCabe,"Sold, €910,000, Thu Sep 05 2024; Unlisted, €850,000, Mon Jun 24 2024; Created, €850,000, Mon May 13 2024",https://mynest.ie/listing/129992/Dublin/30-pine-court-blackrock-co-dublin-a94k228,"30 Pine Court, Blackrock, Co. Dublin",Sold,4 beds,3 baths,151.0,,,,53.2838638,-6.1774035,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/30-pine-court-blackrock-co-dublin/4795914,910000.0,2024-09-05,850000.0,2024-05-13,850000.0,855.0,53.2838638,-6.1774035,
"30 Croydon Green, Marino, Dublin 3, D03K2V0","€550,000",3 Bed,1 Bath,Terrace,B3,D03 K2V0,€585,DNG Fairview,Colum Butterly,"Sold, €620,000, Thu Sep 05 2024; Sale Agreed, €550,000, Fri Mar 22 2024; Created, €550,000, Thu Feb 29 2024",https://mynest.ie/listing/118356/Dublin/30-croydon-green-marino-dublin-3-d03k2v0,"30 Croydon Green, Marino, Dublin 3",Sold,3 beds,,87.0,,,,53.3677026,-6.2359487,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/30-croydon-green-marino-dublin-3/4775696,620000.0,2024-09-05,550000.0,2024-02-29,550000.0,585.0,53.3677026,-6.2359487,
"28 Deanstown Park, Finglas West, Finglas, Dublin 11, D11A2Y9","€285,000",3 Bed,1 Bath,Terrace,SI_666,D11 A2Y9,€315,D.P.M Estates,D.P.M Estates,"Sold, €295,500, Thu Sep 05 2024; Unlisted, €285,000, Sat Dec 16 2023; Created, €285,000, Tue Nov 14 2023",https://mynest.ie/listing/105000/Dublin/28-deanstown-park-finglas-west-finglas-dublin-11-d11a2y9,"28 Deanstown Park, Finglas, Dublin 11",Sale Agreed,3 beds,,74.0,,,,53.3855561,-6.3163238,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/28-deanstown-park-finglas-dublin-11/4764633,295500.0,2024-09-05,285000.0,2023-11-14,285000.0,315.0,53.3855561,-6.3163238,
"28 Deanstown Park, Finglas, Dublin 11","€285,000",3 Bed,1 Bath,Terrace,D2,D11 A2Y9,€315,Ray Cooke Auctioneers Finglas,Northside Sales,"Sold, €295,500, Thu Sep 05 2024; Sale Agreed, €285,000, Fri Mar 15 2024; Created, €285,000, Tue Dec 19 2023",https://mynest.ie/listing/108735/Dublin/28-deanstown-park-finglas-dublin-11,"28 Deanstown Park, Finglas, Dublin 11",Sale Agreed,3 beds,,74.0,,,,53.3855561,-6.3163238,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/28-deanstown-park-finglas-dublin-11/4764633,295500.0,2024-09-05,285000.0,2023-12-19,285000.0,315.0,53.3855561,-6.3163238,
"23 Block B, Bellevue, Islandbridge, Dublin 8, D08Y262","€335,000",2 Bed,1 Bath,Apartment,C2,D08 Y262,€315,Auctioneera.ie,Auctioneera Dublin Office*,"Sold, €400,000, Thu Sep 05 2024; Sale Agreed, €335,000, Thu Mar 28 2024; Created, €335,000, Fri Mar 08 2024",https://mynest.ie/listing/119444/Dublin/23-block-b-bellevue-islandbridge-dublin-8-d08y262,"23 Block B , Bellevue, Islandbridge, Dublin",Sold,2 beds,,69.0,,,,53.3468853,-6.310184,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/23-block-b-bellevue-islandbridge-dublin/4777489,400000.0,2024-09-05,335000.0,2024-03-08,335000.0,315.0,53.3468853,-6.310184,
"2 Elder Heath Terrace, Kiltipper, Dublin 24, D24K2VF","€425,000",3 Bed,3 Bath,Terrace,A2,D24 K2VF,€405,DNG Tallaght,Conor O'Regan,"Sold, €440,000, Thu Sep 05 2024; Unlisted, €425,000, Fri Jun 14 2024; Created, €425,000, Sat May 11 2024",https://mynest.ie/listing/129874/Dublin/2-elder-heath-terrace-kiltipper-dublin-24-d24k2vf,"2 Elder Heath Terrace, Dublin 24, Kiltipper",Sold,3 beds,3 baths,,,,,53.2721488,-6.3844332,0.0,,,,,,https://www.myhome.ie/residential/brochure/2-elder-heath-terrace-dublin-24-kiltipper/4795798,440000.0,2024-09-05,425000.0,2024-05-11,425000.0,405.0,53.2721488,-6.3844332,
"2 Cairnwood Court, Tallaght, Dublin 24, D24E2W6","€275,000",3 Bed,1 Bath,Semi-D,D1,D24 E2W6,€315,BidX1,Isabelle Crean,"Sold, €375,000, Thu Sep 05 2024; Unlisted, €275,000, Thu Jul 25 2024; Created, €275,000, Fri Jul 05 2024",https://mynest.ie/listing/139650/Dublin/2-cairnwood-court-tallaght-dublin-24-d24e2w6,"31 Cairnwood Court, Tallaght, Dublin 24",Sale Agreed,3 beds,2 baths,,,,,53.2942398,-6.3866587,0.0,,,,,,https://www.myhome.ie/residential/brochure/31-cairnwood-court-tallaght-dublin-24/4750013,375000.0,2024-09-05,275000.0,2024-07-05,275000.0,315.0,53.2942398,-6.3866587,
"127 Greenlea Road, D6WPK88, Terenure, Dublin 12","€785,000",3 Bed,2 Bath,Semi-D,D2,D6W PK88,€765,Ray Cooke Auctioneers Clondalkin,Ray Cooke Sales,"Sold, €885,000, Thu Sep 05 2024; Unlisted, €785,000, Thu Jun 27 2024; Created, €785,000, Fri Apr 19 2024",https://mynest.ie/listing/126097/Dublin/127-greenlea-road-d6wpk88-terenure-dublin-12,"127 Greenlea Road, Terenure, Dublin 6W",Sold,3 beds,2 baths,,,,,53.3074192,-6.298438099999999,,,,,,,https://www.myhome.ie/residential/brochure/127-greenlea-road-terenure-dublin-6w/4786730,885000.0,2024-09-05,785000.0,2024-04-19,785000.0,765.0,53.3074192,-6.298438099999999,
"102 Saint Anne's, Kimmage Road West, Kimmage, Dublin 12, D12Y4C6","€395,000",2 Bed,1 Bath,Terrace,C3,D12 Y4C6,€405,Keller Williams Ireland,Team Castles,"Sold, €460,000, Thu Sep 05 2024; Unlisted, €395,000, Thu May 16 2024; Created, €395,000, Tue Apr 30 2024",https://mynest.ie/listing/127884/Dublin/102-saint-annes-kimmage-road-west-kimmage-dublin-12-d12y4c6,,,,,,,,,53.3111347,-6.3051512,,,,,,,https://www.myhome.ie/residential/dublin-6w/house-for-sale-in-kimmage,460000.0,2024-09-05,395000.0,2024-04-30,395000.0,405.0,53.3111347,-6.3051512,
"10 Clonmore Road, Mount Merrion, Co. Dublin, A94Y0H3","€875,000",3 Bed,2 Bath,Semi-D,E1,A94 Y0H3,€855,Russell Estate Agents,Karl Russell,"Sold, €902,000, Thu Sep 05 2024; Sale Agreed, €875,000, Tue Jun 04 2024; Created, €875,000, Sat Mar 16 2024",https://mynest.ie/listing/120961/Dublin/10-clonmore-road-mount-merrion-co-dublin-a94y0h3,"10 Clonmore Road, Mount Merrion, County Dublin",Sale Agreed,3 beds,2 baths,156.0,,,,53.2908449,-6.2151768,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/10-clonmore-road-mount-merrion-county-dublin/4779952,902000.0,2024-09-05,875000.0,2024-03-16,875000.0,855.0,53.2908449,-6.2151768,
"The Steward's House, 11 The Stables, Blackrock, Co. Dublin","€1,500,000",4 Bed,2 Bath,Detached,B3,A94 X4P8,"€2,284",Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €620,000, Wed Sep 04 2024; Unlisted, €1,500,000, Fri Jan 12 2024; Created, €1,500,000, Thu Oct 05 2023",https://mynest.ie/listing/99106/Dublin/the-stewards-house-11-the-stables-blackrock-co-dublin,,,,,,,,,,,,,,,,,,620000.0,2024-09-04,1500000.0,2023-10-05,1500000.0,2284.0,,,
"86 Abbey Drive, Navan Road, Navan Road (D7), Dublin 7, D07WF51","€475,000",3 Bed,3 Bath,End of Terrace,C1,D07 WF51,€495,Gillespie Lowe,John Lowe,"Sold, €540,000, Wed Sep 04 2024; Sale Agreed, €475,000, Fri May 10 2024; Created, €475,000, Thu Mar 28 2024",https://mynest.ie/listing/122573/Dublin/86-abbey-drive-navan-road-navan-road-d7-dublin-7-d07wf51,"86 Abbey Drive, Navan Road, Dublin 7",Sold,3 beds,3 baths,111.0,,,,53.3709105,-6.312886799999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/86-abbey-drive-navan-road-dublin-7/4601432,540000.0,2024-09-04,475000.0,2024-03-28,475000.0,495.0,53.3709105,-6.312886799999999,
"82 Bushes Lane, Rathgar, Rathgar, Dublin 6, D06H1F8","€695,000",3 Bed,3 Bath,Terrace,D1,D06 H1F8,€675,OMD Estate Agents,Brian O'Connor,"Sold, €744,000, Wed Sep 04 2024; Sale Agreed, €695,000, Sat Sep 07 2024; Relisted, €695,000, Mon Feb 19 2024; Sale Agreed, €695,000, Thu Jan 25 2024; Price Drop, €695,000, Thu Nov 16 2023; Created, €750,000, Fri Oct 13 2023",,"82 Bushes Lane, Rathgar, Dublin 6",Sale Agreed,3 beds,3 baths,135.0,,,,53.31899929999999,-6.2739246,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/82-bushes-lane-rathgar-dublin-6/4749220,744000.0,2024-09-04,750000.0,2023-10-13,695000.0,675.0,53.31899929999999,-6.2739246,
"64 Montpelier Hill, Dublin 7, D07X3Y8","€385,000",2 Bed,1 Bath,Terrace,G,D07 X3Y8,€405,The Property Shop,Sales,"Sold, €390,000, Wed Sep 04 2024; Sale Agreed, €385,000, Tue May 14 2024; Created, €385,000, Wed Apr 03 2024",https://mynest.ie/listing/123225/Dublin/64-montpelier-hill-dublin-7-d07x3y8,"64 Montpelier Hill, Arbour Hill, Dublin 7",Sale Agreed,2 beds,,49.0,,,,53.34848230000001,-6.2913428,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/64-montpelier-hill-arbour-hill-dublin-7/4782561,390000.0,2024-09-04,385000.0,2024-04-03,385000.0,405.0,53.34848230000001,-6.2913428,
"56 Knocklyon Gate, Knocklyon, Dublin 16, D16NN79","€275,000",1 Bed,1 Bath,Apartment,C1,D16 NN79,€315,J. P. & M. Doyle - Terenure,J.P. & M Doyle Terenure,"Sold, €263,000, Wed Sep 04 2024; Unlisted, €275,000, Wed Jun 05 2024; Created, €275,000, Wed May 22 2024",https://mynest.ie/listing/131735/Dublin/56-knocklyon-gate-knocklyon-dublin-16-d16nn79,"56 Knocklyon Gate, Knocklyon, Dublin 16",Sale Agreed,,,43.2,,,,53.2762924,-6.330622699999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/56-knocklyon-gate-knocklyon-dublin-16/4803388,263000.0,2024-09-04,275000.0,2024-05-22,275000.0,315.0,53.2762924,-6.330622699999999,
"39 Eden Road Upper Glenageary, Glenageary, Co. Dublin, A96A8R9","€850,000",3 Bed,1 Bath,Terrace,E1,A96 A8R9,€855,Lisney Sotheby's International Realty (Dalkey),Caroline Kevany,"Sold, €850,000, Wed Sep 04 2024; Sale Agreed, €850,000, Thu Jun 13 2024; Created, €850,000, Wed May 01 2024",https://mynest.ie/listing/128085/Dublin/39-eden-road-upper-glenageary-glenageary-co-dublin-a96a8r9,,,,,,,,,,,,,,,,,,850000.0,2024-09-04,850000.0,2024-05-01,850000.0,855.0,,,
"12 Roosevelt Cottages, Navan Road, Navan Road (D7), Dublin 7, D07P2P3","€375,000",2 Bed,1 Bath,Terrace,G,D07 P2P3,€405,O'Connell Properties,Jim O'Connell,"Sold, €400,000, Wed Sep 04 2024; Sale Agreed, €375,000, Mon Jul 15 2024; Created, €375,000, Fri May 24 2024",https://mynest.ie/listing/132339/Dublin/12-roosevelt-cottages-navan-road-navan-road-d7-dublin-7-d07p2p3,"1B St Vincent's Cottages, Blackhorse Ave, Dublin 7",Sold,2 beds,2 baths,95.0,,,,53.3648128,-6.309834299999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/1b-st-vincent-s-cottages-blackhorse-ave-dublin-7/4776368,400000.0,2024-09-04,375000.0,2024-05-24,375000.0,405.0,53.3648128,-6.309834299999999,
"9 Avonmore, Foxrock, Dublin 18, D18R9W4","€975,000",4 Bed,3 Bath,Detached,E1,D18 R9W4,"€1,035",Daphne Kaye & Associates,Daphne Kaye,"Sold, €1,215,000, Tue Sep 03 2024; Sale Agreed, €975,000, Fri Jun 28 2024; Created, €975,000, Fri May 10 2024",https://mynest.ie/listing/129673/Dublin/9-avonmore-foxrock-dublin-18-d18r9w4,"9 Avonmore, Foxrock, Dublin 18",Sold,4 beds,3 baths,190.0,,,,53.2756771,-6.1865668,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/9-avonmore-foxrock-dublin-18/4795461,1215000.0,2024-09-03,975000.0,2024-05-10,975000.0,1035.0,53.2756771,-6.1865668,
"58 Homelawn Road, D24 AET7, Tallaght, Dublin 24","€295,000",3 Bed,1 Bath,Terrace,D1,D24 AET7,€315,Ray Cooke Auctioneers Clondalkin,James Droney,"Sold, €320,000, Tue Sep 03 2024; Unlisted, €295,000, Fri May 10 2024; Created, €295,000, Tue Apr 09 2024",https://mynest.ie/listing/124150/Dublin/58-homelawn-road-d24-aet7-tallaght-dublin-24,"62, Homelawn Road, Tallaght, Dublin 24","€340,000",3 beds,,80.0,,,,53.2830789,-6.350440499999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/62-homelawn-road-tallaght-dublin-24/4773321,320000.0,2024-09-03,295000.0,2024-04-09,295000.0,315.0,53.2830789,-6.350440499999999,
"26 Bath Street, Irishtown, Irishtown, Dublin 4, D04FX93","€395,000",2 Bed,2 Bath,End of Terrace,E2,D04 FX93,€405,P.J. O'Dwyer and Co. Ltd.,Michael Kelly,"Sold, €520,000, Tue Sep 03 2024; Sale Agreed, €395,000, Wed Jun 19 2024; Created, €395,000, Thu May 02 2024",https://mynest.ie/listing/128322/Dublin/26-bath-street-irishtown-irishtown-dublin-4-d04fx93,"26 Bath Street, Irishtown, Dublin 4",Sale Agreed,2 beds,2 baths,79.0,,,,53.3388571,-6.2218782,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/26-bath-street-irishtown-dublin-4/4795733,520000.0,2024-09-03,395000.0,2024-05-02,395000.0,405.0,53.3388571,-6.2218782,
"25 Auburn Road, Dun Laoghaire, Co. Dublin, A96T4C6","€645,000",3 Bed,1 Bath,Semi-D,D2,A96 T4C6,€675,Fenelon Properties,Rory Fenelon B.Agr.Sc. MIPAV MMCEPI TRV,"Sold, €640,000, Tue Sep 03 2024; Sale Agreed, €645,000, Wed Jun 26 2024; Created, €645,000, Fri May 31 2024",https://mynest.ie/listing/133598/Dublin/25-auburn-road-dun-laoghaire-co-dublin-a96t4c6,"25 Auburn Road, Rochestown Ave., Dun Laoghaire, Dublin",Sold,3 beds,,113.0,,,,53.2666615,-6.139485199999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/25-auburn-road-rochestown-ave-dun-laoghaire-dublin/4802193,640000.0,2024-09-03,645000.0,2024-05-31,645000.0,675.0,53.2666615,-6.139485199999999,
"21 Saint John's Drive, Clondalkin, Clondalkin, Dublin 22, D22K3H2","€285,000",2 Bed,1 Bath,End of Terrace,D1,D22 K3H2,€315,Hibernian Auctioneers,Gerard Hyland M.I.P.A.V,"Sold, €306,000, Tue Sep 03 2024; Sale Agreed, €285,000, Mon Jun 17 2024; Created, €285,000, Thu May 09 2024",https://mynest.ie/listing/129375/Dublin/21-saint-johns-drive-clondalkin-clondalkin-dublin-22-d22k3h2,"10 Saint John's Gate, Clondalkin, Dublin 22",Sale Agreed,2 beds,2 baths,,,,,53.3138515,-6.4074629,0.0,,,,,,https://www.myhome.ie/residential/brochure/10-saint-john-s-gate-clondalkin-dublin-22/4675155,306000.0,2024-09-03,285000.0,2024-05-09,285000.0,315.0,53.3138515,-6.4074629,
"Apartment 24, De Vesci House, Monkstown, Co. Dublin, A96FD66","€465,000",2 Bed,2 Bath,Apartment,C2,A96 FD66,€495,Russell Estate Agents,Karl Russell,"Sold, €600,000, Mon Sep 02 2024; Sale Agreed, €465,000, Fri Jun 07 2024; Created, €465,000, Mon May 27 2024",https://mynest.ie/listing/132603/Dublin/apartment-24-de-vesci-house-monkstown-co-dublin-a96fd66,"Apartment 24, De Vesci House, Monkstown, County Dublin",Sale Agreed,2 beds,2 baths,90.0,,,,53.289562,-6.1508413,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-24-de-vesci-house-monkstown-county-dublin/4800319,600000.0,2024-09-02,465000.0,2024-05-27,465000.0,495.0,53.289562,-6.1508413,
"9 Pine Court, Newtownpark Avenue, Co Dublin, A94PP66","€900,000",4 Bed,3 Bath,Semi-D,D2,A94 PP66,€945,Sherry FitzGerald Dun Laoghaire,Pippy Proger,"Sold, €875,000, Mon Sep 02 2024; Sale Agreed, €900,000, Thu Jun 20 2024; Created, €900,000, Wed May 15 2024",https://mynest.ie/listing/130430/Dublin/9-pine-court-newtownpark-avenue-co-dublin-a94pp66,"9 Pine Court, Newtownpark Avenue, Blackrock, Co. Dublin",Sold,4 beds,3 baths,138.0,,,,53.2863976,-6.1766644,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/9-pine-court-newtownpark-avenue-blackrock-co-dublin/4796543,875000.0,2024-09-02,900000.0,2024-05-15,900000.0,945.0,53.2863976,-6.1766644,
"5 Church Terrace, Smithfield, Dublin 1","€225,000",1 Bed,1 Bath,Bungalow,F,D07 A9X4,€225,McIntyre Property Consultants,Shane McIntyre,"Sold, €205,000, Mon Sep 02 2024; Unlisted, €225,000, Wed Jun 21 2023; Created, €225,000, Tue May 30 2023",https://mynest.ie/listing/76880/Dublin/5-church-terrace-smithfield-dublin-1,"6 Church Terrace, Smithfield, Dublin 7",Sale Agreed,,,42.0,,,,53.3493013,-6.2740046,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/6-church-terrace-smithfield-dublin-7/4690019,205000.0,2024-09-02,225000.0,2023-05-30,225000.0,225.0,53.3493013,-6.2740046,
"28 Castleknock Laurels, Castleknock, Dublin 15, D15E309","€495,000",3 Bed,1 Bath,Semi-D,C1,D15 E309,€495,Sherry FitzGerald Castleknock,Julian Cotter,"Sold, €557,294, Mon Sep 02 2024; Sale Agreed, €495,000, Wed Jun 26 2024; Created, €495,000, Wed May 29 2024",https://mynest.ie/listing/133061/Dublin/28-castleknock-laurels-castleknock-dublin-15-d15e309,"29 Castleknock Laurels, Castleknock, Dublin 15, County Dublin",Sale Agreed,3 beds,2 baths,,,,,53.3767466,-6.3748202,0.0,,,,,,https://www.myhome.ie/residential/brochure/29-castleknock-laurels-castleknock-dublin-15-county-dublin/4775393,557294.0,2024-09-02,495000.0,2024-05-29,495000.0,495.0,53.3767466,-6.3748202,
"131 Saint Brigid's Grove, Killester, Killester, Dublin 5, D05V1W0","€475,000",2 Bed,1 Bath,Terrace,C2,D05 V1W0,€495,Gallagher Quigley,Peter Quigley,"Sold, €505,000, Mon Sep 02 2024; Sale Agreed, €475,000, Wed Jul 17 2024; Created, €475,000, Tue Jun 11 2024",https://mynest.ie/listing/135300/Dublin/131-saint-brigids-grove-killester-killester-dublin-5-d05v1w0,"131 St Brigids Grove, Killester, Dublin 5",Sold,2 beds,,,,,,53.3801833,-6.208835199999999,0.0,,,,,,https://www.myhome.ie/residential/brochure/131-st-brigids-grove-killester-dublin-5/4800402,505000.0,2024-09-02,475000.0,2024-06-11,475000.0,495.0,53.3801833,-6.208835199999999,
"12 Trimleston Avenue Booterstown, Booterstown, Co. Dublin, A94XK71","€1,095,000",4 Bed,4 Bath,Semi-D,C3,A94 XK71,"€1,190",Lisney Sotheby's International Realty (Blackrock),Stephen Day,"Sold, €1,305,000, Mon Sep 02 2024; Unlisted, €1,095,000, Fri Jul 19 2024; Created, €1,095,000, Thu May 16 2024",https://mynest.ie/listing/130687/Dublin/12-trimleston-avenue-booterstown-booterstown-co-dublin-a94xk71,"12 Trimleston Avenue, Booterstown, Co. Dublin",Sold,4 beds,4 baths,175.0,,,,53.3106072,-6.2025275,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/12-trimleston-avenue-booterstown-co-dublin/4828581,1305000.0,2024-09-02,1095000.0,2024-05-16,1095000.0,1190.0,53.3106072,-6.2025275,
"Corrigville, Corrigville, Corrig Avenue, Dun Laoghaire, Co. Dublin, A96AT25","€1,250,000",5 Bed,2 Bath,Semi-D,C2,A96 AT25,"€1,627",DNG Dun Laoghaire,Darragh Whelan,"Sold, €1,212,500, Fri Aug 30 2024; Sale Agreed, €1,250,000, Sat May 25 2024; Created, €1,250,000, Tue Apr 23 2024",https://mynest.ie/listing/126631/Dublin/corrigville-corrigville-corrig-avenue-dun-laoghaire-co-dublin-a96at25,"Corrigville, Corrig Avenue, Dun Laoghaire, Co. Dublin",Sold,5 beds,2 baths,196.0,,,,53.2887275,-6.134559599999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/corrigville-corrig-avenue-dun-laoghaire-co-dublin/4787478,1212500.0,2024-08-30,1250000.0,2024-04-23,1250000.0,1627.0,53.2887275,-6.134559599999999,
"39a Templeroan Way, Knocklyon, Dublin 16, D16P0K6","€850,000",4 Bed,3 Bath,Detached,A3,D16 P0K6,€855,Keller Williams Ireland,Team Castles,"Sold, €890,000, Fri Aug 30 2024; Unlisted, €850,000, Thu Apr 11 2024; Created, €850,000, Fri Dec 15 2023",https://mynest.ie/listing/108536/Dublin/39a-templeroan-way-knocklyon-dublin-16-d16p0k6,,,,,,,,,53.2821544,-6.3061951,,,,,,,https://www.myhome.ie/priceregister/39a-templeroan-way-knocklyon-dublin-16-522406,890000.0,2024-08-30,850000.0,2023-12-15,850000.0,855.0,53.2821544,-6.3061951,
"352 Tonlegee Road, Raheny, Raheny, Dublin 5, D05T997","€450,000",3 Bed,1 Bath,Semi-D,D1,D05 T997,€495,Hamill Estate Agents & Valuers,Hamill Estate Agents & Valuers,"Sold, €470,000, Fri Aug 30 2024; Sale Agreed, €450,000, Sat Dec 16 2023; Created, €450,000, Tue Nov 14 2023",https://mynest.ie/listing/104991/Dublin/352-tonlegee-road-raheny-raheny-dublin-5-d05t997,"352 Tonlegee Road, Raheny, Dublin 5",Sold,3 beds,,84.6,,,,53.3909502,-6.1720294,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/352-tonlegee-road-raheny-dublin-5/4758866,470000.0,2024-08-30,450000.0,2023-11-14,450000.0,495.0,53.3909502,-6.1720294,
"33 Ormond Square, Dublin 7, D07NH93","€440,000",2 Bed,1 Bath,Terrace,D2,D07 NH93,€495,DNG Phibsboro,Brian McGee,"Sold, €435,000, Fri Aug 30 2024; Sale Agreed, €440,000, Thu May 09 2024; Price Drop, €440,000, Fri May 03 2024; Price Drop, €455,000, Fri Mar 29 2024; Created, €465,000, Thu Feb 29 2024",https://mynest.ie/listing/118333/Dublin/33-ormond-square-dublin-7-d07nh93,"33 Ormond Square, Dublin 7",Sold,2 beds,,,,,,53.34645769999999,-6.270492099999999,0.0,,,,,,https://www.myhome.ie/residential/brochure/33-ormond-square-dublin-7/4775712,435000.0,2024-08-30,465000.0,2024-02-29,440000.0,495.0,53.34645769999999,-6.270492099999999,
"32 Briarwood Green, Blanchardstown, Blanchardstown, Dublin 15","€320,000",3 Bed,2 Bath,Semi-D,E1,D15 F7HC,€315,Independent Estate Agents & Valuers,Danny Byrne,"Sold, €320,000, Fri Aug 30 2024; Unlisted, €320,000, Sun Sep 24 2023; Created, €320,000, Sat Jun 03 2023",https://mynest.ie/listing/77832/Dublin/32-briarwood-green-blanchardstown-blanchardstown-dublin-15,,,,,,,,,53.3980269,-6.4050736,,,,,,,https://www.myhome.ie/residential/brochure/27-briarwood-green-mulhuddart-dublin-15/4720449,320000.0,2024-08-30,320000.0,2023-06-03,320000.0,315.0,53.3980269,-6.4050736,
